source,brand,title,price,unit_price,total_count,url,image_url,product_highlights
D2C_Hunter,大研生醫,綜合鈣+D3 粉包,1125,0.0,24,https://www.daikenshop.com/product.php?code=4710255450173,https://imgc.daikenshop.com/shop/upload_product/fb_1612159221.jpg,德國百年大廠頂級檸檬酸鈣;法國Algalithe海藻鈣;鈣鎂完美比例2:1;瑞士DSM Quali®-D 維生素D;維生素K促進骨質鈣化;維生素A和C增進骨骼及牙齒的生長;粉包設計，一包500毫克鈣
D2C_Hunter,大研生醫,納豆紅麴Q10膠囊,2250,0.0,60,https://www.daikenshop.com/product.php?code=4710255450265,https://imgc.daikenshop.com/shop/upload_product/fb_1581061141.jpg,台灣精選紅麴三效配方;納豆激酶5000FU;Monacolin K 15mg;Q10 30mg;台灣製造;通過橘黴素、軟毛青黴酸等多項檢驗;醫師推薦;全素可食;NATTOKI®納豆發酵粉;KANEKA專利Q10;BioPerine®胡椒鹼;德國頂級維生素B1;逐批檢驗;未檢出西藥添加;未檢出農藥殘留;未檢出軟毛青黴酸;未檢出黃麴毒素;未檢出赭麴毒素;通過重金屬檢驗;通過塑化劑檢驗;通過微生物檢驗
D2C_Hunter,大研生醫,【8週孅盈有感】超燃藤黃果乳酸菌錠，0西藥、0瀉劑、0負擔,2250,50.0,30,https://www.daikenshop.com/product.php?code=4710255451231,https://imgc.daikenshop.com/shop/upload_product/1764838789.jpg,300億西班牙專利乳酸菌;60%高濃度超級藤黃果;A.A.無添加認證;0西藥;0瀉劑;0負擔;熱去活菌穩定保效;耐酸耐熱;常溫保存也OK
D2C_Hunter,大研生醫,【維他命C推薦】天然植萃西印度櫻桃維生素C膠囊,900,20.0,30,https://www.daikenshop.com/product.php?code=4710255451088,https://imgc.daikenshop.com/shop/upload_product/1759301340.jpg,純植安心｜100%果萃西印度櫻桃高含量375mg;專一全效｜頂級40%濃萃純度維生素C;全日防護｜抗氧化、快充能量、均衡營養 1顆多效;純素配方｜簡單‧純粹‧平衡 植感輕保健首選;全家呵護｜純淨安全的家庭必備補充品
D2C_Hunter,大研生醫,男性B群+鋅雙層錠,960,0.0,30,https://www.daikenshop.com/product.php?code=4710255450043,https://imgc.daikenshop.com/shop/upload_product/1744858472.jpg,Time-Release緩釋技術，12小時持續釋放，全天不斷電;黃金比例鋅+牛磺酸+五味子，三效合一，快速啟動能量;BCAA專業運動補給，強化耐力，持久有勁;專為男性設計的全方位配方
D2C_Hunter,大研生醫,【陳美鳳推薦】Omega-3 84%高濃度深海魚油推薦品牌- 大研生醫 🇩🇪德國頂級魚油便利包,563,37.5,10,https://www.daikenshop.com/product.php?code=4710255450661,https://imgc.daikenshop.com/shop/upload_product/1703581135.webp,Omega-3 脂肪酸高達84%以上;rTG型式魚油;德國KD Pharma大廠合作生產;魚油原料獲得21項國際專利;IFOS五星;美國USP認證;歐洲CEP認證;海洋之友FOS認證;歐盟生態管理及稽核EMAS認證;SGS認證;無添加品質改良劑、人工香精、人工色素、防腐劑
D2C_Hunter,配方時代,三倍舒敏 調整體質益生菌,850,33.0,30,https://healthformula.com.tw/allergy-probiotic/,https://healthformula.com.tw/wp-content/uploads/2026/01/202602新春優惠-主圖_舒敏.jpg,4 大菌種均具備調整體質功效專利;強效菌種具備全方位的實驗支持;添加足量菌數，1~2個月 快速有感;台灣專利原料;食安雙認證工廠;HACCP / ISO22000 食安雙認證
D2C_Hunter,配方時代,配方時代 三倍美妍膠原蛋白,850,39.33,15,https://healthformula.com.tw/collagen/,https://healthformula.com.tw/wp-content/uploads/2026/01/202602新春優惠-主圖_膠原蛋白.jpg,德國頂級膠原蛋白;添加三大關鍵成分;成分安全、無負擔;多國專利原料;食安雙認證工廠;德國 Gelita原料;法國 Nexira原料;日本 Oricera®;義大利ExceptionHYAL® Star;HACCP / ISO22000 食安雙認證;台灣製造;4 大食安檢驗;水解膠原蛋白VERISOL®;法國Nexira百年植萃大廠西印度櫻桃;日本專利頂規玄米萃取物;義大利美妍冠軍流行鏈球菌發酵物
D2C_Hunter,配方時代,配方時代 85% 高濃度頂級魚油,850,18.0,60,https://healthformula.com.tw/fishoil/,https://healthformula.com.tw/wp-content/uploads/2026/01/202602新春優惠-主圖_魚油.jpg,85%超高濃度;1020 mg 超高劑量;挪威真空短程蒸餾技術;3:2 黃金比例 + rTG型態;小型純淨魚種;國際專利原料;食安雙認證工廠;魚油權威組織 IFOS 認證;HACCP / ISO22000 食安雙認證
D2C_Hunter,配方時代,配方時代美國專利苦瓜胜肽｜三大關鍵成分皆足量添加，幫助調整體質確實有感,850,0.0,60,https://healthformula.com.tw/bittermelon/,https://healthformula.com.tw/wp-content/uploads/2026/01/202602新春優惠-主圖_苦瓜胜肽.jpg,美國功效專利認證;搭配三大強效成分;關鍵成分足量添加;美國 Glycostat 山苦瓜胜肽;美國頂級 Cinnulin PF 肉桂萃取物;加拿大百年大廠 Lalmin天然酵母鉻;西班牙 Zincnova高純度微膠囊化鋅;HACCP / ISO22000 食安雙認證
D2C_Hunter,配方時代,三倍舒敏益生菌｜媽媽們最關心的檢驗報告 & 功效專利文獻,0,0.0,0,https://healthformula.com.tw/allergy-probiotic-safety-and-patent/,https://healthformula.com.tw/wp-content/uploads/2021/11/三倍舒敏益生菌2021.png,4 大食品安全項目均符合國家標準;4 大菌種均具備專利 & 實驗文獻;LP BRAP-01 台灣專利;A5、A6、A9 台灣專利;A5 & A6 具備成大醫院、花蓮慈濟、台北榮總多家醫學中心實驗;台灣研發生產菌種;製程具備 ISO 22000 及 HACCP 食品安全製程雙認證;菌數經檢驗證實足量;國泰千萬產品責任險;實驗支持的強效配方;功效公開透明可查證;劑量充足，且價格實惠
D2C_Hunter,配方時代,配方時代B群+鐵｜三大強效成分皆足量添加，幫助維持好氣色 - 配方時代,850,0.0,0,https://healthformula.com.tw/vitamin-bf/,https://healthformula.com.tw/wp-content/uploads/2026/01/202602新春優惠-主圖_b群鐵.jpg,
D2C_Hunter,悠活原力YohoPower,小悠活無糖Q小熊軟糖-綜合維他命(10入),6999,6.9,10,https://www.yohopower.tw/products/sugar-free-q-multivitamin-gummies,https://cdn-next.cybassets.com/media/W1siZiIsIjE2MDgyL3Byb2R1Y3RzLzQ2Mzk2NjcxLzE3NTU4MzI1MTFfZjAzNDhmYWFlYzA3OWM5YTQwZTkuanBlZyJdLFsicCIsInRodW1iIiwiMjQweDI0MCJdXQ.jpeg?sha=1b597bdf3635ba8a,每顆含12種綜合維他命和金盞花萃取;無蔗糖和砂糖、選用麥芽糖醇;無人工色素和人工香料;不含11大過敏原
D2C_Hunter,悠活原力YohoPower,悠活好代謝 苦瓜胜肽（60粒）優惠三入組 ｜吳淡如推薦 悠活原力YohoPower,4650,37.89,180,https://www.yohopower.tw/products/bitter-melon-peptide-capsule-3pcs,https://cdn-next.cybassets.com/media/W1siZiIsIjE2MDgyL3Byb2R1Y3RzLzM1MjU0MDY2LzE3NTU4MzQwMDFfOTM5MDljNWYzZTljN2I4MWU4MzQuanBlZyJdLFsicCIsInRodW1iIiwiMjQweDI0MCJdXQ.jpeg?sha=dfe313ca788bb25a,有助醣類正常代謝(添加配方鉻);專利定序苦瓜胜肽，320倍的濃縮精華;含專利牛樟芝，有助調節生理機能;多項多國大獎、9國功效專利認證;全素
D2C_Hunter,悠活原力YohoPower,【悠活原力】原力海藻鈣鎂錠(60入/瓶),790,0.0,60,https://www.yohopower.tw/products/pharmacy-aquaminf-calciummg,https://cdn-next.cybassets.com/media/W1siZiIsIjE2MDgyL3Byb2R1Y3RzLzU0NjUwNzY0LzE3NDI5NzUyNDNfMjJlN2U2MmE2N2M4ZTJmNDkwZjAuanBlZyJdLFsicCIsInRodW1iIiwiMjQweDI0MCJdXQ.jpeg?sha=881ea55d3387c8ac,萃取自大西洋海域的天然海藻;特殊蜂窩型多孔狀結構，高吸收率;具有鋅、銅、錳等70種以上天然海洋礦物質;添加天然來源維生素D、K，補鈣更鎖鈣;維持鈣離子平衡，穩定情緒;全素可食;愛爾蘭天然海藻鈣;國際專利認證;營養團隊共同研發，高品質保證
D2C_Hunter,達摩本草,【新朋友首購價】蜂王乳複方（60顆）【每會員限購1盒、1次】,209,16.65,60,https://www.damokampo.com/products/royal-jelly-complex-box-nf-1,https://cdn-next.cybassets.com/media/W1siZiIsIjI2MDA3L3Byb2R1Y3RzLzQyMjMzNDg4LzE3MTA4NDQ1MTFfNDYyNTljMDcwNWYxM2I3ZGEzNDkuanBlZyJdLFsicCIsInRodW1iIiwiMjQweDI0MCJdXQ.jpeg?sha=0ec0992db7bee9c9,日本專利小分子蜂王乳;專利大豆異黃酮有感調節;雙效舒眠植萃幫助入睡
D2C_Hunter,達摩本草,限量體驗組｜醫師推薦【達摩本草】92% Omega-3 rTG高濃度魚油EX－1盒＋1包｜專為東方人設計的保健食品,990,8.91,120,https://www.damokampo.com/products/92-rtg-omega-3-fish-oil-exbag-1,https://cdn-next.cybassets.com/media/W1siZiIsIjI2MDA3L3Byb2R1Y3RzLzQyMDIwMzQ1LzE3MjYxMTU3MDhfNDkwNjViYjZlZmNhMWMwODA5ODAuanBlZyJdLFsicCIsInRodW1iIiwiMjQweDI0MCJdXQ.jpeg?sha=292f01e7cf86f948,92%以上高純度Omega-3;連續3年歐洲金質獎特金獎章;IFOS五顆星國際魚油認證;FOS永續海洋之友認證;100%純深海魚油，不混合沙拉油;EPA+DHA 84%以上
D2C_Hunter,達摩本草,【新朋友首購價】200億好敏通益生菌（30包）【每會員限購1盒、1次】,209,32.93,30,https://www.damokampo.com/products/lp3-probiotics-box-nf-1,https://cdn-next.cybassets.com/media/W1siZiIsIjI2MDA3L3Byb2R1Y3RzLzQyMjMzNDAyLzE3MjA3OTc5OTZfZGNhMGZjMWI5YmZmMDQ1NGI4YTEuanBlZyJdLFsicCIsInRodW1iIiwiMjQweDI0MCJdXQ.jpeg?sha=0cbca5d612433df6,六國保護專利菌株LP3益生菌;Wellmune®β-葡聚多醣體;法國陽光酵母維生素D;LP3、LT12專利保護益生菌;專利蛋白質包埋技術
D2C_Hunter,達摩本草,晩安好眠黑芝麻GABA,209,16.47,60,https://www.damokampo.com/products/black-sesame-gaba-box-nf-1,https://cdn-next.cybassets.com/media/W1siZiIsIjI2MDA3L3Byb2R1Y3RzLzQyMjMzNDA2LzE3MTY3MTk1NjRfOWRiOWUyMWM3ZmE5MWIwY2RhM2YuanBlZyJdLFsicCIsInRodW1iIiwiMjQweDI0MCJdXQ.jpeg?sha=3618d03a0d568047,日本專利PharmaGABA®;東方睡果酸棗仁皂甘;古代寧靜黑芝麻素;不含360項西藥;法國十國專利活性十胜肽;愛爾蘭天然海藻鈣與鎂;全素植物性原料;天然植物發酵原料
D2C_Hunter,達摩本草,UC-II® 專利二型膠原蛋白,1290,53.0,30,https://www.damokampo.com/products/uc-ii-collagen-complex-box-all,https://cdn-next.cybassets.com/media/W1siZiIsIjI2MDA3L3Byb2R1Y3RzLzQ3NjU2ODA1LzE3Njk5OTU5MTJfNTEzMDFhOGZlM2U4NDllZDlhY2IuanBlZyJdLFsicCIsInRodW1iIiwiMjQweDI0MCJdXQ.jpeg?sha=7a3e246826e1a4ae,專利UC-II®膠原蛋白複合物;OptiMSM®美國專利MSM;Aquamin F®愛爾蘭海藻鈣;美國多項製程專利;美國GRAS認證;10篇以上科學文獻佐證;美國專利MSM為全球高純度MSM領導廠商;天然海藻鈣吸收率高達40%
D2C_Hunter,達摩本草,專科醫師推薦【1盒／2盒／3盒／5盒／11盒優惠組】12合一專利游離葉黃素（60顆）給全家天然最好，達摩本草,990,21.5,60,https://www.damokampo.com/products/lutein-12in1,https://cdn-next.cybassets.com/media/W1siZiIsIjI2MDA3L3Byb2R1Y3RzLzYzNTg1ODA2LzE3Njk5OTU3MzdfNGE3NjI0ZTNlMDBmZjcyZjE2YmIuanBlZyJdLFsicCIsInRodW1iIiwiMjQweDI0MCJdXQ.jpeg?sha=7faa7cd817931709,FloraGLO®游離葉黃素;C3G花青素;專利蝦紅素;12合1科研配方;游離葉黃素 18倍高吸收率
D2C_Hunter,達摩本草,古印度專利薑黃素複方（30顆）【1包／2包／3包／5包／11包優惠組】,1290,19.67,30,https://www.damokampo.com/products/curcuma-complex-bag-all,https://cdn-next.cybassets.com/media/W1siZiIsIjI2MDA3L3Byb2R1Y3RzLzQ3NjU2NzQwLzE3Njk5OTYzMjZfMWJiNDU1YTc1YjFhNTRkYmMwMmYuanBlZyJdLFsicCIsInRodW1iIiwiMjQweDI0MCJdXQ.jpeg?sha=28d5549f014ae38a,19種美國、日本專利薑黃素;美國唯一USDA認證五味子;日本可溶性小分子肝精;95%高濃度薑黃素
D2C_Hunter,達摩本草,專科醫師推薦【1盒／2盒／3盒／5盒／11盒優惠組】12合一專利游離葉黃素（60顆）給全家天然最好，達摩本草,209,13.32,60,https://www.damokampo.com/products/lutein-12in1-nf-1,https://cdn-next.cybassets.com/media/W1siZiIsIjI2MDA3L3Byb2R1Y3RzLzY1MDE1NzY5LzE3Njk0ODc4ODdfY2JjM2E4YmI2YjdhMjUxNDE1Y2YuanBlZyJdLFsicCIsInRodW1iIiwiMjQweDI0MCJdXQ.jpeg?sha=300b681e87f04ddf,12合1科研配方 足量有感;FloraGLO®游離葉黃素 18倍高吸收率;C3G花青素;專利蝦紅素;夜視＋抗氧＋舒適 三效合一;FloraGLO® 游離葉黃素;12 種舒適守護成分;游離型葉黃素 吸收率高達酯化型的 18 倍;葉黃素 10mg：玉米黃素 2mg（10:2）;維生素 A;維生素 E
D2C_Hunter,達摩本草,專科醫師推薦【1包／2包／3包／5包／11包優惠組】蔓越莓益生菌（30顆）《滿滿36毫克A型前花青素、私密呵護》,990,18.0,30,https://www.damokampo.com/products/cranberry-probiotics-bag-all,https://cdn-next.cybassets.com/media/W1siZiIsIjI2MDA3L3Byb2R1Y3RzLzQ1OTMwODc3LzE3Njk5OTU5ODJfYWNmMWU2NmExZjk0N2EzZTVmMmMuanBlZyJdLFsicCIsInRodW1iIiwiMjQweDI0MCJdXQ.jpeg?sha=f2b17b76d45d655a,足量36毫克A型原花青素;三重專利蔓越莓萃取物;私密呵護專利益菌
D2C_Hunter,達摩本草,專科醫師推薦【達摩本草 】92% Omega-3 rTG高濃度魚油EX（120顆）,990,9.92,150,https://www.damokampo.com/products/92-rtg-omega-3-fish-oil-ex-box-1-1,https://cdn-next.cybassets.com/media/W1siZiIsIjI2MDA3L3Byb2R1Y3RzLzQ2Nzc4Mzc1LzE3MjYxOTM0NDlfNTEzNjFkMjI1ODc3MDQ5YzAwODQuanBlZyJdLFsicCIsInRodW1iIiwiMjQweDI0MCJdXQ.jpeg?sha=0924857e0e162989,92%以上高純度Omega-3;連續3年歐洲金質獎特金獎章;IFOS五顆星國際魚油認證;FOS永續海洋之友認證;100%純深海魚油，不混合沙拉油;EPA+DHA 84%以上;穩定度99%
D2C_Hunter,達摩本草,專科醫師推薦【達摩本草】日製智益佳 高濃度DHA咀嚼魚油(30顆/盒),990,23.0,30,https://www.damokampo.com/products/dha-fish-oil-box,https://cdn-next.cybassets.com/media/W1siZiIsIjI2MDA3L3Byb2R1Y3RzLzU1NTg2MzgyLzE3NTUyMzEwNzZfN2IxNTc4OGI0ZWViN2U3ODY2MmYuanBlZyJdLFsicCIsInRodW1iIiwiMjQweDI0MCJdXQ.jpeg?sha=fe83cbf187318384,日本專利口溶膠囊;高農度DHA 200mg/顆;每顆200毫克DHA幫助健全發育;日本突破性去腥科技 不噁心反胃;維生素D+E維持神經正常機能;專利劑型可吞可咀嚼 食用更安全
D2C_Hunter,達摩本草,全新升級！膠原蛋白胜肽（15包）,209,43.27,15,https://www.damokampo.com/products/collagen-peptides-box-nf-1,https://cdn-next.cybassets.com/media/W1siZiIsIjI2MDA3L3Byb2R1Y3RzLzQ1OTI1NzI3LzE3MjA2OTI5OTZfYzA5YThiMzNlZDk2ODljZmI0ZmIuanBlZyJdLFsicCIsInRodW1iIiwiMjQweDI0MCJdXQ.jpeg?sha=a1b4c70ba61dcec4,5重彈力配方;5000豪克膠原胜肽;日本專利水導因子;日本專利水解膠原蛋白;冰晶番茄;西印度櫻桃維生素C
D2C_Hunter,達摩本草,【新朋友首購價】成長精華長大人（30包）【每會員限購1盒、1次】,209,33.3,30,https://www.damokampo.com/products/growth-bone-collagen-box-nf-1,https://cdn-next.cybassets.com/media/W1siZiIsIjI2MDA3L3Byb2R1Y3RzLzQyMjMzNDY5LzE3MTA4NDQ4MzdfNjFjY2RjYWVhMmYyNGQ0NTAwNTIuanBlZyJdLFsicCIsInRodW1iIiwiMjQweDI0MCJdXQ.jpeg?sha=883949a5e3dfd6c6,FORTIBONE®骨膠原蛋白;專利歐洲陽光酵母維生素D;天然來源愛爾蘭海藻鈣
D2C_Hunter,達摩本草,歐美日專利南瓜籽茄紅素植物膠囊EX PLUS,1290,16.5,60,https://www.damokampo.com/products/pumpkin-seeds-lycopene-ex-plus-box,https://cdn-next.cybassets.com/media/W1siZiIsIjI2MDA3L3Byb2R1Y3RzLzQ0MzcyNDQ3LzE3MTkzNjQ0OTlfYmM2NWM2MjE2M2JmMWQwYWI5ODIuanBlZyJdLFsicCIsInRodW1iIiwiMjQweDI0MCJdXQ.jpeg?sha=d25562b648a5ec37,20倍高濃縮專利南瓜籽;茄紅素領先業界200%;再升級野地原生蕁麻根;歐洲植萃大廠20倍濃縮專利南瓜籽;專利製程水溶性萃取;天然來源酵母鋅;天然來源酵母硒;SGS不含西藥檢驗
D2C_Hunter,達摩本草,專科醫師推薦【達摩本草】女性綜合維他命｜專為東方人設計的保健食品．1盒／2盒／3盒／5盒／11盒優惠組,990,11.5,60,https://www.damokampo.com/products/womens-multi-vitamins-box-all,https://cdn-next.cybassets.com/media/W1siZiIsIjI2MDA3L3Byb2R1Y3RzLzQ1OTMwOTAxLzE3Njk5OTYzOTlfOWQxZWM3ZDhjMjM4ZmJjOThiZjguanBlZyJdLFsicCIsInRodW1iIiwiMjQweDI0MCJdXQ.jpeg?sha=85411866a3db9246,20種綜合維生素礦物質;18種必需胺基酸;西印度櫻桃維他命C;歐洲天然酵母B群;法國西印度櫻桃萃取天然維他命C;Lipofer® 微膠囊鐵（三價鐵）;全素原料
D2C_Hunter,達摩本草,【新朋友首購價】92% Omega-3 rTG高濃度魚油EX（120顆）【每會員限購1盒、1次】,599,7.49,120,https://www.damokampo.com/products/92-rtg-omega-3-fish-oil-ex-box-nf-1,https://cdn-next.cybassets.com/media/W1siZiIsIjI2MDA3L3Byb2R1Y3RzLzQyMjMzOTUyLzE3NTEzNTgzMjNfMjBmNWRjYjEwMjk2OGRjN2VlN2EuanBlZyJdLFsicCIsInRodW1iIiwiMjQweDI0MCJdXQ.jpeg?sha=56086a6c59a99539,92%以上高純度Omega-3;連續3年歐洲金質獎特金獎章;IFOS五顆星國際魚油認證;FOS永續海洋之友認證;100%純深海魚油，不混合沙拉油;EPA+DHA 84%以上;億元熱銷．穩定度99%
D2C_Hunter,達摩本草,成長精華長大人（30包）【任選自由配｜單件95折，任選滿兩件9折、滿三件86折、滿五件83折】,490,43.0,30,https://www.damokampo.com/products/growth-bone-collagen-box,https://cdn-next.cybassets.com/media/W1siZiIsIjI2MDA3L3Byb2R1Y3RzLzQxNzI5Njc1LzE3MDgzNjE0MjNfYTFkYjY2MTliYTU3ODcwZjEwYjMuanBlZyJdLFsicCIsInRodW1iIiwiMjQweDI0MCJdXQ.jpeg?sha=574f6bef12849f57,德國Fortibone®骨膠原蛋白;Lalmin®陽光酵母維生素D;植萃黃金成長期精華
D2C_Hunter,達摩本草,戰神深黑瑪卡MACA（30顆）【任選自由配｜任選滿兩件92折、滿三件9折、滿五件85折】,590,16.33,30,https://www.damokampo.com/products/black-maca-bag,https://cdn-next.cybassets.com/media/W1siZiIsIjI2MDA3L3Byb2R1Y3RzLzQxNDM2MzA0LzE3NTEzNTY1ODlfYzNmYTU5YjAwMzg3ZjcxMmQ1NDAuanBlZyJdLFsicCIsInRodW1iIiwiMjQweDI0MCJdXQ.jpeg?sha=5c4702cd3b56990b,高純度95%以上高山黑瑪卡根;不含刺激性成分、無賀爾蒙;低溫濃縮萃取，人體吸收效果好;MacaPro 專利濃縮瑪卡;法國百年大廠進口 天然酵母鋅;植物性膠囊;SGS 檢測：無農藥殘留、無重金屬、無360項西藥成分
D2C_Hunter,達摩本草,全方面海藻鈣鎂複方（30顆×3包）,1290,12.0,90,https://www.damokampo.com/products/red-algae-calcium-bag-1-1,https://cdn-next.cybassets.com/media/W1siZiIsIjI2MDA3L3Byb2R1Y3RzLzQ1OTMwOTY2LzE3MjYxMzU5MTlfMTJkNWM2MzRkMDMwNWYzZDFhNDUuanBlZyJdLFsicCIsInRodW1iIiwiMjQweDI0MCJdXQ.jpeg?sha=2fb78df93c9e31a4,天然海藻鈣;海洋礦物鎂;專利陽光酵母D;專利天然維生素K;法國百年公司原料;地中海純淨海水提煉;法國百年大廠專利天然酵母D;鷹嘴豆萃取物維生素K;法國酪蛋白磷酸肽（CPP）
D2C_Hunter,達摩本草,專科醫師推薦【1盒／2盒／3盒／5盒／11盒優惠組】全新升級！膠原蛋白胜肽（15包）,990,52.67,15,https://www.damokampo.com/products/collagen-peptides-box-all,https://cdn-next.cybassets.com/media/W1siZiIsIjI2MDA3L3Byb2R1Y3RzLzQ1OTI1NzI5LzE3Njk5OTYyMzZfZjM3ODM5YTEyYjRhMmYxNDM5MWYuanBlZyJdLFsicCIsInRodW1iIiwiMjQweDI0MCJdXQ.jpeg?sha=3a23fe7b652baec1,5重彈力配方;5000豪克膠原胜肽，足量有感;日本專利水導因子;日本專利水解膠原蛋白;無腥味、無膽固醇、可全溶於水;分子量2000~3000Da;冰晶番茄;西印度櫻桃維生素C
D2C_Hunter,TAIZAKU,【馬力全開】赤晶對策GOLD6入贈1入+GREEN X 進化乳清蛋白2包,999,0.0,8,https://www.taizaku.shop/products/red-crystallization-strategy-gold-1212,https://img.shoplineapp.com/media/image_clips/698067234a6a6bb36ee8da62/original.jpg?1770022691=&owner_id=5f2410b171025e001119e321,解晶代謝科技｜6倍強化*;漸紓薑黃科技｜7倍強化**;山茶花兒茶素EGCG｜3倍濃度;天然舒緩;解晶代謝
